@relation ViewB_DF_200.arff

@attribute ViewB_t numeric
@attribute ViewB_s numeric
@attribute ViewB_write numeric
@attribute ViewB_edu numeric
@attribute ViewB_articl numeric
@attribute ViewB_us numeric
@attribute ViewB_com numeric
@attribute ViewB_m numeric
@attribute ViewB_just numeric
@attribute ViewB_like numeric
@attribute ViewB_don numeric
@attribute ViewB_know numeric
@attribute ViewB_think numeric
@attribute ViewB_peopl numeric
@attribute ViewB_time numeric
@attribute ViewB_doe numeric
@attribute ViewB_make numeric
@attribute ViewB_new numeric
@attribute ViewB_sai numeric
@attribute ViewB_c numeric
@attribute ViewB_thank numeric
@attribute ViewB_right numeric
@attribute ViewB_d numeric
@attribute ViewB_apr numeric
@attribute ViewB_work numeric
@attribute ViewB_want numeric
@attribute ViewB_gun numeric
@attribute ViewB_problem numeric
@attribute ViewB_need numeric
@attribute ViewB_thing numeric
@attribute ViewB_good numeric
@attribute ViewB_control numeric
@attribute ViewB_wai numeric
@attribute ViewB_drive numeric
@attribute ViewB_look numeric
@attribute ViewB_did numeric
@attribute ViewB_ve numeric
@attribute ViewB_believ numeric
@attribute ViewB_card numeric
@attribute ViewB_state numeric
@attribute ViewB_help numeric
@attribute ViewB_dai numeric
@attribute ViewB_come numeric
@attribute ViewB_e numeric
@attribute ViewB_point numeric
@attribute ViewB_post numeric
@attribute ViewB_govern numeric
@attribute ViewB_set numeric
@attribute ViewB_run numeric
@attribute ViewB_try numeric
@attribute ViewB_question numeric
@attribute ViewB_support numeric
@attribute ViewB_realli numeric
@attribute ViewB_differ numeric
@attribute ViewB_happen numeric
@attribute ViewB_mean numeric
@attribute ViewB_start numeric
@attribute ViewB_read numeric
@attribute ViewB_got numeric
@attribute ViewB_law numeric
@attribute ViewB_said numeric
@attribute ViewB_person numeric
@attribute ViewB_tell numeric
@attribute ViewB_weapon numeric
@attribute ViewB_possibl numeric
@attribute ViewB_pc numeric
@attribute ViewB_year numeric
@attribute ViewB_fbi numeric
@attribute ViewB_mail numeric
@attribute ViewB_r numeric
@attribute ViewB_didn numeric
@attribute ViewB_sure numeric
@attribute ViewB_go numeric
@attribute ViewB_let numeric
@attribute ViewB_number numeric
@attribute ViewB_case numeric
@attribute ViewB_ll numeric
@attribute ViewB_hard numeric
@attribute ViewB_arm numeric
@attribute ViewB_better numeric
@attribute ViewB_opinion numeric
@attribute ViewB_doesn numeric
@attribute ViewB_bui numeric
@attribute ViewB_follow numeric
@attribute ViewB_reason numeric
@attribute ViewB_littl numeric
@attribute ViewB_univers numeric
@attribute ViewB_get numeric
@attribute ViewB_group numeric
@attribute ViewB_kill numeric
@attribute ViewB_v numeric
@attribute ViewB_lot numeric
@attribute ViewB_call numeric
@attribute ViewB_cs numeric
@attribute ViewB_power numeric
@attribute ViewB_x numeric
@attribute ViewB_bu numeric
@attribute ViewB_f numeric
@attribute ViewB_claim numeric
@attribute ViewB_machin numeric
@attribute ViewB_ask numeric
@attribute ViewB_bit numeric
@attribute ViewB_second numeric
@attribute ViewB_gener numeric
@attribute ViewB_actual numeric
@attribute ViewB_fact numeric
@attribute ViewB_window numeric
@attribute ViewB_probabl numeric
@attribute ViewB_live numeric
@attribute ViewB_david numeric
@attribute ViewB_mb numeric
@attribute ViewB_respons numeric
@attribute ViewB_firearm numeric
@attribute ViewB_b numeric
@attribute ViewB_far numeric
@attribute ViewB_place numeric
@attribute ViewB_k numeric
@attribute ViewB_wrong numeric
@attribute ViewB_talk numeric
@attribute ViewB_n numeric
@attribute ViewB_heard numeric
@attribute ViewB_board numeric
@attribute ViewB_ca numeric
@attribute ViewB_p numeric
@attribute ViewB_inform numeric
@attribute ViewB_end numeric
@attribute ViewB_do numeric
@attribute ViewB_cours numeric
@attribute ViewB_caus numeric
@attribute ViewB_w numeric
@attribute ViewB_local numeric
@attribute ViewB_u numeric
@attribute ViewB_consid numeric
@attribute ViewB_line numeric
@attribute ViewB_long numeric
@attribute ViewB_wrote numeric
@attribute ViewB_disk numeric
@attribute ViewB_includ numeric
@attribute ViewB_seen numeric
@attribute ViewB_type numeric
@attribute ViewB_report numeric
@attribute ViewB_abl numeric
@attribute ViewB_death numeric
@attribute ViewB_j numeric
@attribute ViewB_ye numeric
@attribute ViewB_dx numeric
@attribute ViewB_note numeric
@attribute ViewB_allow numeric
@attribute ViewB_todai numeric
@attribute ViewB_dos numeric
@attribute ViewB_chang numeric
@attribute ViewB_standard numeric
@attribute ViewB_mayb numeric
@attribute ViewB_program numeric
@attribute ViewB_crime numeric
@attribute ViewB_wait numeric
@attribute ViewB_batf numeric
@attribute ViewB_softwar numeric
@attribute ViewB_hand numeric
@attribute ViewB_waco numeric
@attribute ViewB_home numeric
@attribute ViewB_old numeric
@attribute ViewB_driver numeric
@attribute ViewB_koresh numeric
@attribute ViewB_advanc numeric
@attribute ViewB_won numeric
@attribute ViewB_avail numeric
@attribute ViewB_have numeric
@attribute ViewB_protect numeric
@attribute ViewB_instal numeric
@attribute ViewB_requir numeric
@attribute ViewB_bad numeric
@attribute ViewB_compound numeric
@attribute ViewB_check numeric
@attribute ViewB_interest numeric
@attribute ViewB_order numeric
@attribute ViewB_true numeric
@attribute ViewB_countri numeric
@attribute ViewB_rememb numeric
@attribute ViewB_internet numeric
@attribute ViewB_appreci numeric
@attribute ViewB_address numeric
@attribute ViewB_turn numeric
@attribute ViewB_hope numeric
@attribute ViewB_speak numeric
@attribute ViewB_awai numeric
@attribute ViewB_ide numeric
@attribute ViewB_public numeric
@attribute ViewB_thought numeric
@attribute ViewB_nation numeric
@attribute ViewB_hear numeric
@attribute ViewB_compani numeric
@attribute ViewB_info numeric
@attribute ViewB_isn numeric
@attribute ViewB_free numeric
@attribute ViewB_american numeric
@attribute ViewB_scsi numeric
@attribute ViewB_feder numeric
@attribute ViewB_special numeric
@attribute ViewB_great numeric
@attribute class {positiveClass,negativeClass}

@data
0,0,0,2.0974957586565246,0,2.634817994059903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1989751631618644,0,0,0,1.6982691261407161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.875883958812273,0,0,0,0,0,0,2.05572501506252,0,0,0,0,0,0,2.1037342342488805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.369793842687496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9420074892380175,0,0,0,0,0,0,0,0,2.4769384801388235,0,0,0,0,0,0,0,0,0,0,0,0,0,5.114954685245672,0,0,0,7.711393614448941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.617295837833746,0,0,0,0,2.624168717121508,0,2.631089159966082,0,0,0,0,0,0,2.645075401940822,0,0,2.652142569163914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positiveClass
0.5361434317502805,1.6916245345674183,1.9074663418220277,0.6991652528855082,2.412236223801681,0,3.5323910580735642,2.214297239380792,0,0,1.1378730026214123,0,0,0,22.406292567990278,2.81299413687482,0,0,1.4762190686478776,2.974440559419702,1.516403046466911,0,0,1.5606477482646683,0,0,0,0,1.6245515502441485,0,0,0,0,0,1.7544636844843582,0,0,0,0,0,0,0,0,3.754634715179403,0,3.787584389586413,0,0,0,0,0,0,0,0,0,8.22290006025008,0,8.254272770094182,0,0,0,0,0,0,0,0,0,0,2.1286317858706076,0,0,0,0,0,6.488469451856661,2.1715568305876416,0,0,0,0,0,0,0,2.2537949288246137,0,0,0,0,0,0,0,0,2.3176987308040937,0,0,2.3486290314954523,2.353878387381596,0,0,0,0,0,2.375155785828881,0,0,0,0,0,0,0,2.396895772465287,0,0,0,0,0,0,0,0,0,0,0,7.360223948185888,0,0,0,0,0,0,0,0,2.4710037446190087,2.4769384801388235,0,0,2.4769384801388235,0,0,0,0,0,0,0,0,2.5257286443082556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.617295837833746,0,0,0,0,0,0,0,0,0,0,7.935226205822465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positiveClass
2.6807171587514023,2.2554993794232243,1.9074663418220277,0.6991652528855082,0.8040787412672269,1.7565453293732685,14.129564232294257,1.107148619690396,0,2.2355902161697676,0,0,0,0,0,1.40649706843741,0,1.4460443655256645,0,0,0,0,1.5324768712979722,1.5606477482646683,4.717871817934152,0,0,1.5994875815809322,0,0,0,0,0,0,0,0,0,0,3.6714227135144757,0,1.8578992717326002,0,0,3.754634715179403,0,0,0,7.7240861462462505,0,0,0,0,1.995100393246085,4.057496854728636,0,2.05572501506252,2.05572501506252,0,0,0,0,0,0,0,2.107841016201534,12.647046097209204,0,0,0,0,2.137070654516472,0,0,0,0,0,2.1759524420606797,0,0,0,0,2.2302644314144198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.369793842687496,0,2.369793842687496,0,2.375155785828881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4592389030394224,0,0,2.4710037446190087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.557477342622836,5.127899714256906,0,0,2.570464538149647,0,0,0,0,0,0,0,0,2.596956153596623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6380578292821752,0,0,0,2.645075401940822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positiveClass
1.072286863500561,0,0.6358221139406759,0.6991652528855082,0.8040787412672269,0,0,0,0,0,0,0,2.5783353007783356,0,0,0,0,0,0,1.487220279709851,3.032806092933822,0,0,1.5606477482646683,0,1.5847452998437288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8773173575897015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1749474267542,0,0,0,0,0,0,0,2.1286317858706076,0,0,0,2.1541650878757723,0,2.162823150618887,0,0,0,0,0,0,0,4.469852889040462,0,0,0,2.2633643798407643,0,0,0,0,2.3176987308040937,0,9.311611603913342,0,0,0,0,0,0,0,0,0,0,2.3805466344637574,0,2.385966701933097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4769384801388235,0,0,0,0,0,2.513306124309698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6380578292821752,2.6380578292821752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positiveClass
1.072286863500561,1.1277496897116122,0.6358221139406759,0,0,4.391363323433171,0,0,1.107148619690396,0,0,1.1760334356366946,0,0,1.4003932854993923,1.40649706843741,2.82117410737787,0,0,0,0,0,0,0,0,1.5847452998437288,0,0,0,0,1.6793240398982667,0,1.7147984280919266,19.23569977744369,0,0,0,0,3.6714227135144757,0,0,0,1.8773173575897015,0,0,0,0,0,1.9379419794061366,0,0,0,0,0,2.0518263746468626,2.05572501506252,2.05572501506252,0,0,0,0,0,0,0,0,2.107841016201534,0,0,0,0,0,0,0,0,0,0,0,8.75702563074817,0,2.2164073967529934,0,0,0,2.2537949288246137,0,0,0,0,0,0,0,0,2.3176987308040937,0,0,0,2.353878387381596,0,0,2.369793842687496,0,9.479175370749983,0,0,0,0,0,0,0,0,40.74722813190988,0,0,0,0,0,0,0,0,0,0,0,2.4534079827286295,0,0,4.930208044983641,0,0,0,0,0,0,0,2.4769384801388235,0,0,0,0,0,0,0,2.5194980945576195,0,0,0,0,0,2.5510464522925456,0,0,0,5.127899714256906,0,5.140929076299294,0,0,0,0,0,0,0,0,0,0,0,2.610469872763346,0,0,0,0,0,0,0,0,0,0,0,0,2.6380578292821752,0,0,0,0,0,0,0,18.614820258529445,0,0,0,0,0,0,0,0,0,56.608181303176714,0,0,0,positiveClass
0,0,0,0,1.6081574825344538,0,0,0,0,0,0,0,0,0,0,1.40649706843741,0,0,0,0,0,0,0,0,0,0,0,1.5994875815809322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.995100393246085,0,0,0,0,0,0,0,0,0,0,0,0,0,4.215682032403068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4769384801388235,0,0,0,0,0,0,0,0,0,0,0,2.5257286443082556,0,0,0,0,0,0,2.570464538149647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.617295837833746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.659260036932778,0,0,0,0,0,0,0,0,0,13.478138405518266,0,0,0,positiveClass
0,0,0.6358221139406759,2.0974957586565246,0.8040787412672269,4.391363323433171,0,0,0,0,0,0,1.2891676503891678,0,0,1.40649706843741,1.410587053688935,0,0,0,0,0,0,0,3.1452478786227682,0,0,0,0,0,0,8.49134563070358,1.7147984280919266,8.74349989883804,0,0,1.786771927717016,0,1.8357113567572378,0,3.7157985434652003,0,0,0,0,0,0,0,3.875883958812273,0,1.984131361875511,0,0,0,0,0,0,2.0635681925235456,0,0,0,2.091514122914105,0,0,8.431364064806136,0,0,0,0,4.265684636813902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.482908647125327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.610469872763346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.645075401940822,0,0,0,0,0,13.29630018466389,0,0,0,0,0,5.361843067427915,0,0,0,0,0,0,0,positiveClass
0.5361434317502805,0,0,0.6991652528855082,0,0,0,1.107148619690396,0,0,0,0,0,0,1.4003932854993923,0,1.410587053688935,0,0,0,1.516403046466911,0,0,0,0,0,0,1.5994875815809322,1.6245515502441485,0,0,1.6982691261407161,0,17.48699979767608,0,0,0,0,1.8357113567572378,0,1.8578992717326002,0,1.8773173575897015,0,0,0,0,3.8620430731231252,0,3.9322257127456655,0,0,0,0,0,0,0,2.0635681925235456,0,0,0,0,2.1037342342488805,0,0,0,0,0,0,0,2.137070654516472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.223836825955615,0,0,0,0,0,0,0,0,0,0,2.4651040224918206,0,0,0,0,0,0,0,0,0,2.4769384801388235,0,7.448725941375981,0,0,0,0,0,0,0,0,0,0,0,0,0,2.563949857128453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.631089159966082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positiveClass
0,0.5638748448558061,0,0,0,0.8782726646866342,0.8830977645183911,1.107148619690396,0,0,0,0,0,0,0,0,0,0,0,0,1.516403046466911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8357113567572378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0714733720306593,0,0,0,2.1037342342488805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.739587685374992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4247527269682534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4769384801388235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.583622622727158,0,0,0,0,2.596956153596623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6380578292821752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positiveClass
0,2.2554993794232243,0,1.3983305057710165,0.8040787412672269,0,0,0,0,1.1177951080848838,0,0,0,0,0,0,1.410587053688935,0,1.4762190686478776,0,0,0,0,0,0,0,0,1.5994875815809322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.995100393246085,0,0,0,0,0,0,0,0,0,0,0,0,0,2.107841016201534,0,0,0,0,0,0,0,0,2.162823150618887,0,2.1759524420606797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3805466344637574,0,0,0,0,0,9.587583089861148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4769384801388235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.563949857128453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.617295837833746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.318520073865556,0,0,0,0,0,0,0,0,0,8.086883043310959,0,0,0,positiveClass
0,0,0,0,0,0,0,1.107148619690396,0,0,0,0,1.2891676503891678,0,0,2.81299413687482,0,0,0,0,1.516403046466911,0,0,0,1.5726239393113841,0,0,3.1989751631618644,0,0,0,0,1.7147984280919266,1.748699979767608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.546052581505003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375155785828881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4476108650443034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.482908647125327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.610469872763346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.695627681103653,0,0,0,positiveClass
0.5361434317502805,0,0,0,0,0,0,0,1.107148619690396,0,0,0,0,0,2.8007865709987847,0,0,0,0,0,1.516403046466911,0,0,0,4.717871817934152,0,0,0,0,0,0,5.094807378422148,0,8.74349989883804,0,0,1.786771927717016,0,0,0,1.8578992717326002,0,0,0,0,0,0,1.9310215365615626,5.813825938218409,0,0,0,0,0,0,0,0,2.0635681925235456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3805466344637574,0,0,0,0,0,7.190687317395861,0,0,4.815891217303744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5257286443082556,0,0,0,2.557477342622836,2.563949857128453,0,0,0,0,0,0,0,0,0,2.5902671654458267,0,0,0,0,0,0,2.617295837833746,0,2.617295837833746,0,0,0,0,0,0,0,0,2.6380578292821752,0,2.645075401940822,0,0,0,0,0,13.29630018466389,0,0,0,0,0,0,0,0,0,8.086883043310959,0,0,0,positiveClass
2.144573727001122,0.5638748448558061,0,0,0,2.634817994059903,0,2.214297239380792,2.214297239380792,2.2355902161697676,2.2757460052428247,1.1760334356366946,2.5783353007783356,0,0,2.81299413687482,0,0,0,1.487220279709851,0,1.5278579254416775,1.5324768712979722,0,1.5726239393113841,1.5847452998437288,0,0,1.6245515502441485,1.639897119918809,1.6793240398982667,1.6982691261407161,0,0,3.5089273689687164,0,1.786771927717016,0,0,0,0,0,0,0,0,0,0,0,0,1.9661128563728327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.111964733385396,0,0,0,2.137070654516472,0,0,2.158484749020289,0,0,0,0,0,0,0,0,2.234926444520231,0,0,0,2.2633643798407643,0,0,0,0,0,0,0,0,0,0,0,0,0,2.369793842687496,0,0,0,0,0,0,0,0,0,2.396895772465287,2.4024054282762566,0,0,0,0,0,0,0,0,2.4304184645039304,0,2.4534079827286295,2.4592389030394224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.513306124309698,0,0,0,0,0,0,0,2.5257286443082556,0,0,0,0,0,0,0,0,0,0,0,5.167245245454316,0,0,0,0,0,0,0,0,0,0,0,2.617295837833746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6736487743848776,0,2.6809215337139576,0,0,0,2.6882475738060303,0,0,0,0,0,positiveClass
0.5361434317502805,1.1277496897116122,0.6358221139406759,2.0974957586565246,0.8040787412672269,0.8782726646866342,0,0,1.107148619690396,0,0,0,0,0,0,0,0,0,0,1.487220279709851,0,0,1.5324768712979722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.631952072769105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0635681925235456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4135166537013273,0,0,2.4247527269682534,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4769384801388235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positiveClass
0,0.5638748448558061,0.6358221139406759,0.6991652528855082,0,0,0,1.107148619690396,1.107148619690396,0,0,1.1760334356366946,0,0,0,1.40649706843741,0,0,0,1.487220279709851,1.516403046466911,0,0,0,4.717871817934152,1.5847452998437288,0,0,0,0,0,0,0,0,0,0,0,1.789761466565382,7.342845427028951,0,0,0,0,0,0,0,0,0,0,0,0,1.995100393246085,0,0,0,0,0,0,0,0,0,0,2.1037342342488805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.432814793505987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.039728043259359,0,0,2.4135166537013273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4769384801388235,0,0,0,0,2.501036031717884,0,0,0,0,0,0,0,0,0,0,0,5.114954685245672,0,0,0,0,0,0,0,2.583622622727158,0,0,0,0,5.193912307193246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.695627681103653,0,0,0,positiveClass
8.578294908004487,9.021997517692897,0,0,0,39.522269910898544,4.415488822591955,14.392932055975146,9.964337577213563,12.295746188933721,6.827238015728474,9.408267485093557,0,8.105563303695595,37.810618708483595,11.25197654749928,8.46352232213361,4.3381330965769935,2.952438137295755,31.23162587390687,0,0,6.129907485191889,0,39.3155984827846,4.754235899531187,0,43.18616470268517,32.49103100488297,0,0,37.361920775095754,6.8591937123677065,66.45059923116911,5.263391053453074,8.87451176080816,23.228035060321208,7.159045866261528,11.014268140543427,0,3.7157985434652003,1.8611095473628483,5.631952072769105,9.386586787948508,7.561901768668851,0,0,3.8620430731231252,34.88295562931046,11.796677138236996,0,17.955903539214763,7.98040157298434,8.114993709457272,4.103652749293725,4.11145003012504,18.50152513556268,4.127136385047091,0,0,2.0874737133771,4.18302824582821,0,0,6.323523048604602,12.647046097209204,0,0,0,0,6.411211963549416,12.89918403585829,2.1541650878757723,0,2.162823150618887,15.20089781411349,6.527857326182039,30.649589707618595,0,2.2164073967529934,8.865629587011973,6.690793294243259,6.704779333560693,29.29933407471998,6.761384786473841,4.5075898576492275,0,11.365131453762507,0,0,11.51292546497023,0,9.270794923216375,0,0,7.045887094486357,37.66205419810554,7.061635162144788,0,0,7.109381528062487,4.739587685374992,7.125467357486643,0,0,0,64.42110095219361,21.47370031739787,0,0,0,0,0,12.039728043259359,4.827033307402655,0,2.4135166537013273,4.849505453936507,4.849505453936507,14.54851636180952,12.152092322519652,4.895221730088607,0,7.377716709118268,14.790624134950924,2.4651040224918206,19.76802995695207,0,49.42007489238017,7.413011233857026,2.4710037446190087,0,7.43081544041647,9.907753920555294,9.907753920555294,4.953876960277647,59.58980753100785,15.006216190307303,7.539918372929094,0,0,2.5194980945576195,0,0,0,0,42.93738695324035,5.102092904585091,0,107.41404839015911,12.819749285642265,2.563949857128453,2.563949857128453,41.12743261039435,0,0,0,15.501735736362948,5.167245245454316,0,0,2.5902671654458267,116.86302691184804,0,0,0,5.220939745526692,10.469183351334983,0,15.703775027002475,13.08647918916873,5.248337434243016,0,5.248337434243016,2.631089159966082,0,2.6380578292821752,0,0,10.552231317128701,0,0,0,0,0,0,0,2.6736487743848776,2.6736487743848776,0,0,0,5.361843067427915,5.376495147612061,0,0,70.08631970869497,0,0,2.703062659591171,positiveClass
1.072286863500561,0,0,0,0,0.8782726646866342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5278579254416775,0,0,0,0,0,0,0,0,0,0,0,3.497399959535216,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8620430731231252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1037342342488805,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1759524420606797,2.1892564076870427,0,0,0,0,0,0,0,0,2.2633643798407643,0,0,0,0,0,0,0,0,0,0,0,0,2.369793842687496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.895221730088607,2.4534079827286295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6380578292821752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positiveClass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3586480797965335,0,0,0,0,0,0,1.789761466565382,1.8357113567572378,0,0,1.8611095473628483,0,0,0,0,0,0,0,0,0,1.995100393246085,1.995100393246085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1286317858706076,0,0,0,0,0,0,0,0,0,0,0,0,0,4.469852889040462,0,0,0,0,0,0,0,0,2.3176987308040937,0,0,0,0,0,0,0,0,0,0,0,2.375155785828881,0,0,0,0,0,0,4.793791544930574,0,0,0,0,0,2.4135166537013273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5257286443082556,0,0,0,0,2.563949857128453,0,0,0,0,5.1540438773916115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.262178319932164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.703062659591171,positiveClass
