@relation Subject_DF_200.arff

@attribute Subject_linguist numeric
@attribute Subject_languag numeric
@attribute Subject_new numeric
@attribute Subject_workshop numeric
@attribute Subject_confer numeric
@attribute Subject_book numeric
@attribute Subject_sum numeric
@attribute Subject_paper numeric
@attribute Subject_summari numeric
@attribute Subject_syntax numeric
@attribute Subject_english numeric
@attribute Subject_job numeric
@attribute Subject_announc numeric
@attribute Subject_queri numeric
@attribute Subject_semant numeric
@attribute Subject_free numeric
@attribute Subject_s numeric
@attribute Subject_review numeric
@attribute Subject_comput numeric
@attribute Subject_phonolog numeric
@attribute Subject_compar numeric
@attribute Subject_grammar numeric
@attribute Subject_program numeric
@attribute Subject_final numeric
@attribute Subject_word numeric
@attribute Subject_cfp numeric
@attribute Subject_disc numeric
@attribute Subject_german numeric
@attribute Subject_inform numeric
@attribute Subject_avail numeric
@attribute Subject_intern numeric
@attribute Subject_journal numeric
@attribute Subject_method numeric
@attribute Subject_th numeric
@attribute Subject_conf numeric
@attribute Subject_translat numeric
@attribute Subject_cognit numeric
@attribute Subject_nd numeric
@attribute Subject_list numeric
@attribute Subject_pragmat numeric
@attribute Subject_acquisit numeric
@attribute Subject_lang numeric
@attribute Subject_softwar numeric
@attribute Subject_gener numeric
@attribute Subject_discours numeric
@attribute Subject_research numeric
@attribute Subject_vol numeric
@attribute Subject_text numeric
@attribute Subject_symposium numeric
@attribute Subject_special numeric
@attribute Subject_studi numeric
@attribute Subject_sociolinguist numeric
@attribute Subject_theori numeric
@attribute Subject_posit numeric
@attribute Subject_acl numeric
@attribute Subject_phonet numeric
@attribute Subject_internet numeric
@attribute Subject_system numeric
@attribute Subject_correct numeric
@attribute Subject_ling numeric
@attribute Subject_issu numeric
@attribute Subject_univers numeric
@attribute Subject_sex numeric
@attribute Subject_school numeric
@attribute Subject_chomski numeric
@attribute Subject_e numeric
@attribute Subject_email numeric
@attribute Subject_speech numeric
@attribute Subject_citat numeric
@attribute Subject_refer numeric
@attribute Subject_opposit numeric
@attribute Subject_spanish numeric
@attribute Subject_qs numeric
@attribute Subject_morpholog numeric
@attribute Subject_human numeric
@attribute Subject_resourc numeric
@attribute Subject_site numeric
@attribute Subject_process numeric
@attribute Subject_need numeric
@attribute Subject_cole numeric
@attribute Subject_address numeric
@attribute Subject_scienc numeric
@attribute Subject_histori numeric
@attribute Subject_appli numeric
@attribute Subject_n numeric
@attribute Subject_particip numeric
@attribute Subject_q numeric
@attribute Subject_japanes numeric
@attribute Subject_chines numeric
@attribute Subject_learn numeric
@attribute Subject_second numeric
@attribute Subject_toc numeric
@attribute Subject_chang numeric
@attribute Subject_teach numeric
@attribute Subject_request numeric
@attribute Subject_dialect numeric
@attribute Subject_associ numeric
@attribute Subject_deadlin numeric
@attribute Subject_american numeric
@attribute Subject_busi numeric
@attribute Subject_speaker numeric
@attribute Subject_mail numeric
@attribute Subject_www numeric
@attribute Subject_ipa numeric
@attribute Subject_analysi numeric
@attribute Subject_just numeric
@attribute Subject_lexic numeric
@attribute Subject_summer numeric
@attribute Subject_societi numeric
@attribute Subject_web numeric
@attribute Subject_function numeric
@attribute Subject_t numeric
@attribute Subject_european numeric
@attribute Subject_info numeric
@attribute Subject_post numeric
@attribute Subject_french numeric
@attribute Subject_corpu numeric
@attribute Subject_home numeric
@attribute Subject_asian numeric
@attribute Subject_snow numeric
@attribute Subject_context numeric
@attribute Subject_meet numeric
@attribute Subject_l numeric
@attribute Subject_nlp numeric
@attribute Subject_nativ numeric
@attribute Subject_annual numeric
@attribute Subject_student numeric
@attribute Subject_open numeric
@attribute Subject_time numeric
@attribute Subject_non numeric
@attribute Subject_anthropolog numeric
@attribute Subject_technolog numeric
@attribute Subject_colloquium numeric
@attribute Subject_registr numeric
@attribute Subject_typolog numeric
@attribute Subject_work numeric
@attribute Subject_cd numeric
@attribute Subject_million numeric
@attribute Subject_com numeric
@attribute Subject_slavic numeric
@attribute Subject_programm numeric
@attribute Subject_public numeric
@attribute Subject_machin numeric
@attribute Subject_propos numeric
@attribute Subject_v numeric
@attribute Subject_romanc numeric
@attribute Subject_offer numeric
@attribute Subject_capitalfm numeric
@attribute Subject_base numeric
@attribute Subject_want numeric
@attribute Subject_help numeric
@attribute Subject_page numeric
@attribute Subject_releas numeric
@attribute Subject_capit numeric
@attribute Subject_fwd numeric
@attribute Subject_cours numeric
@attribute Subject_logic numeric
@attribute Subject_adult numeric
@attribute Subject_updat numeric
@attribute Subject_child numeric
@attribute Subject_fm numeric
@attribute Subject_rd numeric
@attribute Subject_term numeric
@attribute Subject_aspect numeric
@attribute Subject_question numeric
@attribute Subject_corpora numeric
@attribute Subject_monei numeric
@attribute Subject_cultur numeric
@attribute Subject_opportun numeric
@attribute Subject_secret numeric
@attribute Subject_histor numeric
@attribute Subject_innat numeric
@attribute Subject_lrec numeric
@attribute Subject_literatur numeric
@attribute Subject_develop numeric
@attribute Subject_latin numeric
@attribute Subject_great numeric
@attribute Subject_intuit numeric
@attribute Subject_name numeric
@attribute Subject_sign numeric
@attribute Subject_evolut numeric
@attribute Subject_xxx numeric
@attribute Subject_terminolog numeric
@attribute Subject_esslli numeric
@attribute Subject_write numeric
@attribute Subject_bilingu numeric
@attribute Subject_semit numeric
@attribute Subject_best numeric
@attribute Subject_abstract numeric
@attribute Subject_m numeric
@attribute Subject_endang numeric
@attribute Subject_natur numeric
@attribute Subject_adv numeric
@attribute Subject_report numeric
@attribute Subject_world numeric
@attribute Subject_structur numeric
@attribute Subject_intl numeric
@attribute Subject_d numeric
@attribute Subject_negat numeric
@attribute Subject_state numeric
@attribute class {spam,noSpam}

@data
0,0,0,0,0,0,0,0,0,0,0,3.8429149199310437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.925526867252712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noSpam
0,0,0,0,0,0,0,0,0,0,0,3.8429149199310437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noSpam
2.3316946356423895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noSpam
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noSpam
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noSpam
0,0,0,0,0,0,0,0,0,0,0,0,0,3.9627161197436642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.974317031422144,0,0,0,0,0,0,0,0,0,0,0,0,0,5.079677547079971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noSpam
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3309919753608765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noSpam
0,0,0,0,0,0,0,0,0,0,0,0,0,3.9627161197436642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noSpam
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noSpam
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3865303665200255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.405099947514598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noSpam
0,0,0,0,0,0,0,0,0,0,0,0,0,3.9627161197436642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.025610325809694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.197460582736354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noSpam
